enrollment_id,student_id,course_id,enrolled_on,completion_status,payment_id
17005,8577,714,2020-06-03,dropped,17005
17006,11812,832,2019-05-21,completed,17006
17007,6838,126,2013-12-31,completed,17007
17008,12179,706,2016-10-18,completed,17008
17009,9297,187,2021-11-23,completed,17009
17010,7832,864,2025-07-02,enrolled,17010
17011,11897,733,2012-03-28,dropped,17011
17012,4492,395,2010-11-02,completed,17012
17013,8765,492,2021-10-10,completed,17013
17014,10454,682,2011-01-28,completed,17014
17015,13165,269,2010-03-31,completed,17015
17016,11217,591,2022-03-23,completed,17016
17017,3415,842,2012-10-24,completed,17017
17018,4801,303,2021-03-24,completed,17018
17019,8787,292,2023-01-05,completed,17019
17020,7856,545,2020-11-01,completed,17020
17021,2730,839,2010-07-21,completed,17021
17022,9356,139,2020-11-18,completed,17022
17023,9937,208,2014-04-24,completed,17023
17024,5886,325,2020-05-29,completed,17024
17025,11749,696,2018-05-29,completed,17025
17026,13346,264,2020-03-22,completed,17026
17027,1960,163,2020-03-07,completed,17027
17028,3323,286,2022-04-19,completed,17028
17029,12923,802,2012-02-19,completed,17029
17030,11103,233,2015-01-02,completed,17030
17031,1889,283,2016-07-22,completed,17031
17032,4491,444,2023-11-17,dropped,17032
17033,13316,27,2019-02-12,completed,17033
17034,14870,781,2009-01-16,completed,17034
17035,12939,1,2017-03-27,completed,17035
17036,15110,902,2025-09-07,enrolled,17036
17037,14871,671,2011-11-15,completed,17037
17038,15186,346,2023-06-21,completed,17038
17039,6969,68,2022-06-04,completed,17039
17040,16839,520,2016-06-27,completed,17040
17041,14236,900,2025-09-06,enrolled,17041
17042,11016,461,2018-09-01,completed,17042
17043,11723,398,2011-10-07,completed,17043
17044,15388,307,2024-10-26,enrolled,17044
17045,12002,549,2015-01-01,completed,17045
17046,1509,231,2009-01-25,dropped,17046
17047,146,703,2019-01-18,completed,17047
17048,16946,640,2016-04-18,completed,17048
17049,15879,184,2015-10-13,dropped,17049
17050,4343,281,2021-03-13,dropped,17050
17051,2381,172,2011-07-21,completed,17051
17052,12210,165,2011-04-27,completed,17052
17053,16554,704,2017-02-12,completed,17053
17054,3445,645,2010-07-07,completed,17054
17055,168,123,2021-05-13,completed,17055
17056,7586,733,2012-04-05,completed,17056
17057,352,419,2018-10-15,dropped,17057
17058,10739,543,2019-12-09,completed,17058
17059,10194,73,2008-08-23,completed,17059
17060,11940,606,2022-11-17,completed,17060
17061,3270,554,2014-02-11,completed,17061
17062,16406,445,2009-09-04,completed,17062
17063,11323,774,2024-04-24,completed,17063
17064,15127,878,2025-07-10,enrolled,17064
17065,1564,263,2016-04-26,completed,17065
17066,10047,347,2012-03-21,completed,17066
17067,2759,80,2024-05-26,completed,17067
17068,8522,253,2015-06-11,completed,17068
17069,14970,837,2010-02-21,completed,17069
17070,5633,598,2023-09-13,completed,17070
17071,884,319,2009-04-20,completed,17071
17072,11910,314,2023-03-02,completed,17072
17073,15891,643,2022-03-18,dropped,17073
17074,15834,4,2010-06-28,completed,17074
17075,5685,398,2011-10-14,completed,17075
17076,13212,120,2010-02-04,completed,17076
17077,5643,751,2022-06-21,completed,17077
17078,12606,73,2008-08-18,dropped,17078
17079,9763,541,2012-10-28,completed,17079
17080,5630,85,2020-05-20,completed,17080
17081,161,831,2012-05-18,completed,17081
17082,2786,171,2024-10-15,completed,17082
17083,12640,289,2015-04-22,completed,17083
17084,14043,19,2016-04-06,completed,17084
17085,13822,175,2016-01-15,completed,17085
17086,937,689,2022-03-31,dropped,17086
17087,5793,188,2024-12-13,enrolled,17087
17088,10211,165,2011-04-23,completed,17088
17089,9398,147,2016-04-15,completed,17089
17090,14550,88,2019-10-14,completed,17090
17091,9124,261,2023-10-07,completed,17091
17092,1839,555,2020-02-09,completed,17092
17093,520,22,2010-07-06,completed,17093
17094,9848,205,2018-04-10,dropped,17094
17095,5014,690,2024-01-06,completed,17095
17096,14904,738,2024-01-23,completed,17096
17097,10057,574,2020-12-17,completed,17097
17098,8484,472,2021-10-25,completed,17098
17099,1904,790,2011-03-12,completed,17099
17100,3071,653,2017-09-21,completed,17100
17101,5033,809,2022-03-28,completed,17101
17102,7542,159,2020-07-10,completed,17102
17103,12334,89,2013-11-12,completed,17103
17104,4908,479,2021-11-18,completed,17104
17105,6038,679,2019-03-02,dropped,17105
17106,5383,372,2017-07-10,completed,17106
17107,14228,714,2020-05-20,completed,17107
17108,7811,472,2021-11-12,completed,17108
17109,7126,118,2023-11-01,dropped,17109
17110,14975,556,2020-01-02,completed,17110
17111,11955,815,2012-11-03,completed,17111
17112,7263,771,2020-12-28,completed,17112
17113,13646,75,2020-12-01,completed,17113
17114,10834,890,2025-06-06,enrolled,17114
17115,9690,465,2023-07-21,completed,17115
17116,7369,470,2011-05-13,completed,17116
17117,11064,222,2016-08-11,completed,17117
17118,5758,123,2021-05-04,completed,17118
17119,4058,868,2025-07-02,enrolled,17119
17120,12402,386,2020-09-02,completed,17120
17121,1491,731,2019-11-03,completed,17121
17122,12096,407,2012-06-26,completed,17122
17123,14486,71,2015-07-15,completed,17123
17124,8405,346,2023-06-11,completed,17124
17125,10937,240,2015-10-03,dropped,17125
17126,8758,562,2013-01-20,completed,17126
17127,10877,232,2015-03-01,completed,17127
17128,16763,200,2022-07-05,completed,17128
17129,7399,22,2010-07-06,completed,17129
17130,8007,457,2014-03-10,completed,17130
17131,14787,83,2020-02-01,completed,17131
17132,15169,867,2025-07-13,enrolled,17132
17133,1112,363,2024-07-03,completed,17133
17134,8423,433,2011-10-10,completed,17134
17135,8875,284,2016-03-24,completed,17135
17136,1750,194,2014-08-29,completed,17136
17137,1848,63,2019-11-03,completed,17137
17138,2482,432,2012-10-11,completed,17138
17139,2955,406,2019-06-06,completed,17139
17140,9669,487,2024-11-25,enrolled,17140
17141,15349,555,2020-02-06,completed,17141
17142,12585,174,2020-12-27,completed,17142
17143,2152,895,2025-06-06,enrolled,17143
17144,5108,552,2022-01-10,completed,17144
17145,264,61,2017-07-04,completed,17145
17146,14057,153,2022-12-01,completed,17146
17147,5455,476,2021-05-30,completed,17147
17148,2307,592,2009-12-13,completed,17148
17149,6763,205,2018-03-23,completed,17149
17150,12173,440,2013-04-07,completed,17150
17151,16047,375,2017-06-24,completed,17151
17152,10123,820,2016-03-06,completed,17152
17153,13522,11,2021-10-05,completed,17153
17154,5410,768,2009-01-06,completed,17154
17155,17219,555,2020-02-02,completed,17155
17156,9147,584,2020-02-28,completed,17156
17157,8954,712,2010-11-09,completed,17157
17158,1444,78,2012-01-31,completed,17158
17159,7469,274,2023-09-09,dropped,17159
17160,3263,255,2019-12-14,completed,17160
17161,2014,757,2017-03-22,completed,17161
17162,13444,901,2025-05-30,enrolled,17162
17163,1370,43,2008-07-05,dropped,17163
17164,312,274,2023-08-30,completed,17164
17165,3069,800,2017-07-12,completed,17165
17166,15373,211,2008-08-05,completed,17166
17167,3251,77,2010-02-09,completed,17167
17168,3936,443,2016-08-01,completed,17168
17169,7824,113,2011-03-20,completed,17169
17170,8559,826,2024-11-19,completed,17170
17171,7477,582,2022-12-23,completed,17171
17172,8258,531,2011-04-20,completed,17172
17173,10751,710,2019-01-25,completed,17173
17174,16409,18,2022-10-22,completed,17174
17175,5843,87,2019-01-05,completed,17175
17176,13433,729,2017-12-19,completed,17176
17177,9547,826,2024-11-19,completed,17177
17178,644,708,2012-05-02,completed,17178
17179,16419,97,2020-07-20,completed,17179
17180,10413,200,2022-06-24,completed,17180
17181,14924,499,2020-03-01,completed,17181
17182,10608,99,2017-03-01,dropped,17182
17183,15150,742,2015-05-31,completed,17183
17184,9659,33,2013-05-28,completed,17184
17185,10443,12,2021-07-26,completed,17185
17186,11297,202,2016-08-12,completed,17186
17187,15412,116,2009-03-10,completed,17187
17188,6486,201,2008-08-08,completed,17188
17189,7162,43,2008-07-01,completed,17189
17190,1558,69,2011-04-18,completed,17190
17191,10771,250,2019-06-23,completed,17191
17192,3736,714,2020-05-29,completed,17192
17193,5743,329,2009-07-06,completed,17193
17194,14088,714,2020-05-18,completed,17194
17195,10921,556,2019-12-25,completed,17195
17196,2740,653,2017-10-06,completed,17196
17197,774,349,2014-12-12,completed,17197
17198,3276,235,2024-05-17,completed,17198
17199,2562,304,2014-05-21,completed,17199
17200,15513,341,2008-10-19,completed,17200
17201,11643,409,2016-08-15,completed,17201
17202,13067,497,2013-06-14,completed,17202
17203,697,22,2010-07-18,completed,17203
17204,2430,155,2022-11-14,completed,17204
17205,1254,18,2022-10-28,dropped,17205
17206,8593,384,2025-01-19,enrolled,17206
17207,4423,383,2023-05-17,dropped,17207
17208,10020,111,2009-08-01,completed,17208
17209,2199,93,2009-03-07,dropped,17209
17210,16136,31,2019-02-24,completed,17210
17211,15010,222,2016-08-06,dropped,17211
17212,10729,871,2025-07-26,enrolled,17212
17213,11207,702,2020-12-07,completed,17213
17214,10416,878,2025-07-01,enrolled,17214
17215,11593,558,2020-05-15,completed,17215
17216,1683,288,2011-04-16,completed,17216
17217,6585,251,2023-10-24,completed,17217
17218,5411,226,2019-02-20,completed,17218
17219,10355,93,2009-02-27,completed,17219
17220,7516,539,2022-08-30,completed,17220
17221,6036,640,2016-03-25,completed,17221
17222,13271,35,2019-01-11,completed,17222
17223,6342,374,2019-03-27,completed,17223
17224,17,834,2010-04-15,completed,17224
17225,14177,556,2019-12-22,dropped,17225
17226,16675,681,2013-07-24,dropped,17226
17227,14855,768,2008-12-28,completed,17227
17228,1230,412,2010-08-31,completed,17228
17229,14665,5,2010-02-01,completed,17229
17230,13626,346,2023-06-17,completed,17230
17231,4234,329,2009-07-16,completed,17231
17232,14826,406,2019-06-25,completed,17232
17233,4136,781,2009-01-25,dropped,17233
17234,1977,91,2019-02-22,completed,17234
17235,13667,410,2024-11-13,completed,17235
17236,10809,25,2019-03-30,completed,17236
17237,9671,364,2008-05-13,completed,17237
17238,6016,665,2015-12-21,completed,17238
17239,9485,412,2010-09-09,completed,17239
17240,15751,342,2018-05-14,dropped,17240
17241,10974,346,2023-06-18,completed,17241
17242,3633,352,2010-12-01,completed,17242
17243,4923,851,2017-11-27,completed,17243
17244,7753,508,2018-03-08,completed,17244
17245,5266,779,2016-10-19,completed,17245
17246,16246,910,2025-07-02,enrolled,17246
17247,15018,470,2011-05-22,completed,17247
17248,16572,394,2023-09-30,dropped,17248
17249,6652,447,2015-07-15,completed,17249
17250,14966,77,2010-02-11,completed,17250
17251,15370,377,2019-02-10,completed,17251
17252,501,762,2018-08-24,completed,17252
17253,7833,336,2014-07-05,dropped,17253
17254,5871,529,2014-04-28,completed,17254
17255,5720,168,2008-10-08,completed,17255
17256,8873,813,2017-09-20,completed,17256
17257,3126,606,2022-11-18,completed,17257
17258,6471,908,2025-09-07,enrolled,17258
17259,13577,94,2017-03-09,completed,17259
17260,1801,456,2009-06-10,completed,17260
17261,2112,753,2025-03-22,enrolled,17261
17262,11108,130,2014-10-11,completed,17262
17263,4804,249,2009-04-07,completed,17263
17264,16484,726,2008-07-26,completed,17264
17265,1735,614,2025-03-08,completed,17265
17266,1091,564,2013-08-10,completed,17266
17267,6943,83,2020-02-09,completed,17267
17268,15740,389,2008-12-27,completed,17268
17269,14240,810,2022-11-27,completed,17269
17270,10766,729,2017-12-04,dropped,17270
17271,8056,451,2015-06-03,completed,17271
17272,3095,243,2010-09-21,completed,17272
17273,3136,762,2018-08-21,completed,17273
17274,13210,157,2015-12-06,dropped,17274
17275,429,619,2010-11-30,dropped,17275
17276,12425,830,2013-12-13,completed,17276
17277,14934,818,2014-01-30,completed,17277
17278,15365,238,2024-07-30,completed,17278
17279,16330,137,2020-02-24,dropped,17279
17280,7441,592,2009-11-26,completed,17280
17281,12126,740,2020-07-07,completed,17281
17282,13189,656,2009-09-17,completed,17282
17283,9049,689,2022-04-24,completed,17283
17284,3420,86,2013-06-11,dropped,17284
17285,13828,891,2025-06-21,enrolled,17285
17286,2868,263,2016-04-10,completed,17286
17287,9713,763,2014-10-19,completed,17287
17288,10967,85,2020-05-25,dropped,17288
17289,10625,762,2018-09-19,completed,17289
17290,4437,691,2023-06-18,completed,17290
17291,128,118,2023-11-03,dropped,17291
17292,8129,725,2021-02-15,completed,17292
17293,11092,339,2022-03-09,completed,17293
17294,1852,776,2023-04-04,dropped,17294
17295,13723,331,2008-07-20,completed,17295
17296,7969,483,2009-02-26,dropped,17296
17297,10465,765,2012-03-20,completed,17297
17298,14722,257,2011-02-25,completed,17298
17299,11726,742,2015-06-21,completed,17299
17300,16867,850,2014-02-03,completed,17300
17301,16266,861,2025-06-25,enrolled,17301
17302,17366,390,2013-11-20,completed,17302
17303,10998,45,2014-05-12,completed,17303
17304,4039,688,2022-04-27,completed,17304
17305,17505,414,2022-03-30,dropped,17305
17306,197,229,2024-10-20,completed,17306
17307,7786,903,2025-05-03,enrolled,17307
17308,14442,808,2009-07-20,completed,17308
17309,7190,525,2023-04-26,completed,17309
17310,2022,166,2013-04-30,completed,17310
17311,12976,214,2018-11-29,completed,17311
17312,13769,394,2023-10-26,dropped,17312
17313,9174,67,2023-07-13,completed,17313
17314,16325,578,2017-12-24,dropped,17314
17315,4766,503,2018-08-01,completed,17315
17316,757,913,2025-07-16,enrolled,17316
17317,7138,233,2015-01-26,completed,17317
17318,2439,323,2008-07-02,completed,17318
17319,665,751,2022-06-23,completed,17319
17320,10396,323,2008-06-15,completed,17320
17321,3559,735,2022-12-08,completed,17321
17322,5666,476,2021-05-16,completed,17322
17323,12962,312,2017-06-09,completed,17323
17324,2264,889,2025-06-13,enrolled,17324
17325,17241,670,2013-11-28,completed,17325
17326,13986,612,2008-12-19,completed,17326
17327,11030,6,2024-11-11,enrolled,17327
17328,16994,194,2014-08-24,completed,17328
17329,15538,777,2022-04-30,completed,17329
17330,5713,525,2023-05-09,completed,17330
17331,15441,147,2016-04-08,completed,17331
17332,9888,853,2014-03-30,completed,17332
17333,13935,884,2025-06-29,enrolled,17333
17334,7642,731,2019-11-04,completed,17334
17335,9846,772,2011-07-09,completed,17335
17336,994,226,2019-03-02,completed,17336
17337,10179,861,2025-06-19,enrolled,17337
17338,5963,663,2010-08-24,completed,17338
17339,14590,204,2017-02-24,completed,17339
17340,4503,106,2023-06-02,dropped,17340
17341,8663,101,2021-08-04,completed,17341
17342,2291,852,2023-09-04,dropped,17342
17343,1853,509,2021-10-25,completed,17343
17344,5820,790,2011-03-22,dropped,17344
17345,10571,345,2018-10-23,completed,17345
17346,16395,151,2015-01-19,completed,17346
17347,1045,909,2025-05-29,enrolled,17347
17348,10934,79,2022-07-21,completed,17348
17349,15895,231,2009-02-10,completed,17349
17350,12647,585,2009-03-10,completed,17350
17351,1349,609,2024-02-18,dropped,17351
17352,12403,53,2024-04-29,completed,17352
17353,11501,333,2010-01-17,completed,17353
17354,7982,4,2010-07-01,completed,17354
17355,7232,878,2025-07-01,enrolled,17355
17356,3976,618,2014-05-05,completed,17356
17357,11571,71,2015-07-16,completed,17357
17358,6822,130,2014-09-16,dropped,17358
17359,435,870,2025-09-12,enrolled,17359
17360,16240,687,2009-07-28,completed,17360
17361,3250,656,2009-09-23,completed,17361
17362,5822,332,2016-02-26,dropped,17362
17363,8073,573,2009-10-26,completed,17363
17364,16776,843,2023-10-18,completed,17364
17365,12096,676,2014-12-24,completed,17365
17366,12068,403,2024-07-07,completed,17366
17367,14115,835,2022-12-29,completed,17367
17368,3572,780,2009-07-01,completed,17368
17369,13370,405,2018-07-05,dropped,17369
17370,1508,593,2009-04-10,completed,17370
17371,1487,59,2010-04-30,completed,17371
17372,16033,177,2015-10-13,completed,17372
17373,16731,675,2008-06-28,completed,17373
17374,8928,758,2012-09-25,completed,17374
17375,16624,427,2019-12-10,completed,17375
17376,16335,609,2024-02-25,completed,17376
17377,1753,506,2020-05-14,completed,17377
17378,976,409,2016-07-25,completed,17378
17379,17299,39,2018-03-04,completed,17379
17380,10332,72,2018-12-30,completed,17380
17381,5887,393,2021-10-27,dropped,17381
17382,8228,464,2019-03-17,completed,17382
17383,239,305,2009-06-06,completed,17383
17384,11966,798,2012-09-22,completed,17384
17385,13828,356,2012-06-03,completed,17385
17386,6373,374,2019-03-17,completed,17386
17387,12938,840,2013-11-29,completed,17387
17388,8523,903,2025-04-10,enrolled,17388
17389,7301,192,2020-02-22,completed,17389
17390,1908,816,2016-06-01,completed,17390
17391,4744,436,2019-08-17,completed,17391
17392,14415,140,2022-05-19,completed,17392
17393,16052,881,2025-07-05,enrolled,17393
17394,14179,507,2015-02-26,completed,17394
17395,4735,123,2021-04-25,completed,17395
17396,6492,305,2009-06-13,completed,17396
17397,3098,354,2013-09-17,completed,17397
17398,5297,346,2023-06-12,completed,17398
17399,13449,643,2022-02-22,completed,17399
17400,8274,446,2017-07-11,completed,17400
17401,15299,319,2009-03-27,completed,17401
17402,15275,327,2016-05-09,completed,17402
17403,2109,482,2018-09-14,completed,17403
17404,5463,342,2018-06-05,completed,17404
17405,9475,837,2010-03-02,completed,17405
17406,4182,40,2019-08-01,completed,17406
17407,17467,305,2009-06-02,completed,17407
17408,4391,29,2023-08-31,completed,17408
17409,6942,405,2018-07-10,completed,17409
17410,8265,361,2017-11-29,completed,17410
17411,11349,449,2024-03-24,completed,17411
17412,10990,846,2009-08-21,completed,17412
17413,4995,487,2024-11-15,enrolled,17413
17414,11141,732,2024-08-10,completed,17414
17415,10216,87,2019-01-13,completed,17415
17416,6016,515,2020-09-17,completed,17416
17417,10288,531,2011-05-03,dropped,17417
17418,14848,682,2011-01-04,completed,17418
17419,10224,277,2010-07-19,completed,17419
17420,5672,783,2015-03-15,completed,17420
17421,15989,257,2011-03-17,completed,17421
17422,4504,470,2011-05-10,completed,17422
17423,13165,70,2020-09-01,completed,17423
17424,10003,492,2021-10-30,completed,17424
17425,9107,302,2012-08-15,completed,17425
17426,12932,41,2013-04-07,completed,17426
17427,4153,740,2020-07-27,completed,17427
17428,10361,860,2025-07-03,enrolled,17428
17429,8264,725,2021-02-28,dropped,17429
17430,11586,166,2013-04-13,completed,17430
17431,17430,139,2020-11-19,completed,17431
17432,17528,294,2010-08-12,completed,17432
17433,2801,666,2022-06-05,completed,17433
17434,3889,576,2008-07-01,completed,17434
17435,8809,391,2021-03-12,completed,17435
17436,9268,711,2020-10-22,dropped,17436
17437,16942,542,2021-03-12,completed,17437
17438,7080,278,2010-08-15,dropped,17438
17439,1423,243,2010-09-01,completed,17439
17440,17387,712,2010-10-15,completed,17440
17441,7088,400,2018-12-29,completed,17441
17442,5968,211,2008-07-29,completed,17442
17443,3521,26,2011-08-21,dropped,17443
17444,10453,831,2012-05-29,dropped,17444
17445,9552,413,2021-07-27,completed,17445
17446,9976,893,2025-05-01,enrolled,17446
17447,15611,115,2023-10-10,completed,17447
17448,17293,252,2009-11-08,completed,17448
17449,14499,547,2021-05-07,completed,17449
17450,1538,529,2014-05-02,completed,17450
17451,4002,188,2024-12-13,enrolled,17451
17452,10790,134,2013-03-14,completed,17452
17453,16204,650,2017-01-12,dropped,17453
17454,6812,225,2022-08-07,completed,17454
17455,9122,157,2015-11-30,completed,17455
17456,6937,194,2014-08-09,completed,17456
17457,11895,732,2024-08-10,completed,17457
17458,3419,805,2016-05-25,completed,17458
17459,10682,112,2009-09-15,completed,17459
17460,1143,458,2016-07-26,completed,17460
17461,13133,507,2015-02-17,completed,17461
17462,10519,360,2016-12-31,completed,17462
17463,9726,511,2024-10-04,completed,17463
17464,14993,458,2016-07-13,completed,17464
17465,16476,125,2008-07-29,completed,17465
17466,9131,691,2023-06-05,completed,17466
17467,395,156,2008-04-19,completed,17467
17468,16030,613,2022-04-10,dropped,17468
17469,4430,816,2016-06-06,completed,17469
17470,14789,223,2020-11-22,completed,17470
17471,376,64,2011-01-26,completed,17471
17472,16458,675,2008-07-03,completed,17472
17473,16592,892,2025-08-25,enrolled,17473
17474,1439,361,2017-12-12,completed,17474
17475,1601,897,2025-10-02,enrolled,17475
17476,249,447,2015-06-27,completed,17476
17477,15714,392,2022-02-21,dropped,17477
17478,9401,26,2011-08-04,completed,17478
17479,8442,697,2021-12-20,completed,17479
17480,8728,107,2012-09-27,dropped,17480
17481,16197,462,2020-12-07,completed,17481
17482,17473,893,2025-05-25,enrolled,17482
17483,12610,420,2015-11-19,completed,17483
17484,3554,668,2025-01-10,dropped,17484
17485,3322,332,2016-02-27,completed,17485
17486,3039,656,2009-10-09,completed,17486
17487,15152,841,2017-08-26,completed,17487
17488,6464,733,2012-03-30,completed,17488
17489,12371,744,2023-10-28,dropped,17489
17490,3273,91,2019-02-27,completed,17490
17491,12866,197,2012-07-30,completed,17491
17492,15150,115,2023-10-14,completed,17492
17493,4580,180,2009-05-30,completed,17493
17494,9945,887,2025-04-20,enrolled,17494
17495,9373,189,2022-03-27,completed,17495
17496,1484,830,2013-12-05,completed,17496
17497,6946,99,2017-03-02,completed,17497
17498,5760,203,2022-06-30,completed,17498
17499,7756,208,2014-05-06,completed,17499
17500,4264,256,2008-07-21,dropped,17500
17501,16024,563,2014-04-04,completed,17501
17502,138,196,2021-06-16,completed,17502
17503,15282,383,2023-05-02,dropped,17503
17504,2074,216,2025-01-08,completed,17504
17505,7652,584,2020-03-01,completed,17505
17506,9071,26,2011-08-18,dropped,17506
17507,14458,870,2025-09-18,enrolled,17507
17508,14656,437,2022-08-11,completed,17508
17509,15664,890,2025-06-22,enrolled,17509
17510,917,243,2010-09-23,completed,17510
17511,11060,126,2013-12-09,completed,17511
17512,3291,423,2009-09-28,completed,17512
17513,5045,734,2020-07-23,completed,17513
17514,10088,717,2019-07-29,completed,17514
17515,15683,87,2019-01-18,completed,17515
17516,10829,423,2009-09-10,completed,17516
17517,6030,679,2019-02-17,completed,17517
17518,16314,60,2013-09-14,completed,17518
17519,4698,83,2020-02-10,completed,17519
17520,12844,472,2021-11-10,completed,17520
17521,5870,415,2015-12-26,completed,17521
17522,15304,470,2011-05-16,completed,17522
17523,11249,63,2019-11-14,completed,17523
17524,14574,222,2016-08-12,completed,17524
17525,16264,630,2009-08-05,dropped,17525
17526,879,829,2016-08-07,dropped,17526
17527,13903,820,2016-03-05,dropped,17527
17528,9882,61,2017-06-08,completed,17528
17529,16714,23,2012-08-27,completed,17529
17530,12612,424,2018-06-24,completed,17530
17531,12666,454,2019-08-11,completed,17531
17532,16459,97,2020-07-25,completed,17532
17533,16446,123,2021-05-12,dropped,17533
17534,4928,65,2014-03-20,completed,17534
17535,8899,291,2012-01-11,completed,17535
17536,3824,565,2016-01-28,completed,17536
17537,16015,392,2022-03-10,dropped,17537
17538,11784,870,2025-08-22,enrolled,17538
17539,17052,256,2008-07-04,completed,17539
17540,13174,797,2022-05-21,dropped,17540
17541,17441,393,2021-10-26,dropped,17541
17542,15938,556,2020-01-05,completed,17542
17543,12647,143,2025-01-23,enrolled,17543
17544,5875,816,2016-05-31,completed,17544
17545,7267,555,2020-01-10,dropped,17545
17546,7320,732,2024-08-06,completed,17546
17547,1808,37,2024-05-19,completed,17547
17548,6238,397,2014-09-19,completed,17548
17549,9768,882,2025-07-02,enrolled,17549
17550,5560,20,2024-01-09,completed,17550
17551,2383,812,2010-03-22,dropped,17551
17552,11843,794,2021-07-07,completed,17552
17553,9226,353,2023-02-06,completed,17553
17554,8089,401,2014-08-16,completed,17554
17555,15910,862,2025-07-06,enrolled,17555
17556,15779,889,2025-06-08,enrolled,17556
17557,11516,302,2012-08-09,completed,17557
17558,15947,765,2012-03-21,completed,17558
17559,13903,243,2010-08-29,completed,17559
17560,8338,310,2010-10-16,completed,17560
17561,8106,541,2012-10-08,completed,17561
17562,6495,875,2025-07-06,enrolled,17562
17563,6251,769,2022-09-02,completed,17563
17564,6566,292,2023-01-03,completed,17564
17565,13289,332,2016-02-26,completed,17565
17566,13368,646,2013-09-15,completed,17566
17567,1906,790,2011-03-24,completed,17567
17568,9773,487,2024-11-17,enrolled,17568
17569,7444,620,2009-10-19,completed,17569
17570,14265,708,2012-05-19,completed,17570
17571,4763,828,2024-09-19,completed,17571
17572,7015,573,2009-10-25,dropped,17572
17573,3365,596,2012-08-18,completed,17573
17574,12647,631,2024-07-13,dropped,17574
17575,5037,744,2023-11-13,completed,17575
17576,15234,539,2022-09-08,completed,17576
17577,17547,415,2015-12-31,completed,17577
17578,17151,864,2025-06-30,enrolled,17578
17579,11669,103,2014-10-12,completed,17579
17580,7900,789,2021-11-23,completed,17580
17581,2748,854,2022-12-26,completed,17581
17582,12190,442,2016-04-01,dropped,17582
17583,12920,56,2008-05-02,completed,17583
17584,2312,517,2013-08-28,completed,17584
17585,11083,898,2025-05-26,enrolled,17585
17586,9322,183,2019-12-25,completed,17586
17587,4754,50,2014-03-17,completed,17587
17588,7127,324,2020-11-02,completed,17588
17589,11092,701,2012-12-23,dropped,17589
17590,6187,356,2012-06-03,completed,17590
17591,5988,5,2010-02-05,completed,17591
17592,2628,770,2021-11-03,completed,17592
17593,2141,477,2023-07-20,completed,17593
17594,6013,323,2008-06-06,completed,17594
17595,6298,10,2023-05-07,dropped,17595
17596,9984,633,2024-06-02,completed,17596
17597,11389,174,2020-11-28,completed,17597
17598,7565,127,2019-05-08,completed,17598
17599,16126,568,2020-08-23,completed,17599
17600,1300,757,2017-03-20,completed,17600
17601,9931,272,2020-12-26,dropped,17601
17602,1022,42,2012-10-09,completed,17602
17603,6512,565,2016-01-13,completed,17603
17604,8276,774,2024-05-06,completed,17604
17605,3013,504,2016-04-08,completed,17605
17606,15549,725,2021-02-15,completed,17606
17607,448,846,2009-08-10,completed,17607
17608,13041,515,2020-10-07,completed,17608
17609,12461,675,2008-06-30,completed,17609
17610,7932,824,2017-05-29,completed,17610
17611,4593,741,2016-09-24,dropped,17611
17612,9799,141,2011-03-13,completed,17612
17613,9284,316,2016-07-23,dropped,17613
17614,12080,152,2024-01-06,completed,17614
17615,7649,558,2020-05-10,completed,17615
17616,1225,184,2015-10-15,completed,17616
17617,16050,41,2013-04-01,dropped,17617
17618,4978,218,2017-07-28,completed,17618
17619,2891,700,2008-11-16,completed,17619
17620,1493,379,2010-09-28,completed,17620
17621,2413,349,2014-12-28,completed,17621
17622,13377,810,2022-11-01,completed,17622
17623,4054,232,2015-02-14,completed,17623
17624,7029,157,2015-11-12,completed,17624
17625,14010,368,2021-07-15,completed,17625
17626,5177,601,2016-10-11,completed,17626
17627,5325,373,2015-11-30,dropped,17627
17628,16123,90,2019-06-14,completed,17628
17629,2555,803,2021-11-30,completed,17629
17630,3110,592,2009-12-02,completed,17630
17631,14067,601,2016-10-20,completed,17631
17632,16893,280,2023-01-12,completed,17632
17633,16187,755,2019-01-22,completed,17633
17634,8260,757,2017-03-11,completed,17634
17635,15218,496,2011-02-23,completed,17635
17636,5277,548,2011-04-19,dropped,17636
17637,2991,708,2012-05-20,dropped,17637
17638,11879,159,2020-07-03,completed,17638
17639,17010,745,2024-03-12,completed,17639
17640,14072,811,2010-02-12,completed,17640
17641,3056,872,2025-06-30,enrolled,17641
17642,11568,716,2017-08-24,completed,17642
17643,16706,495,2018-05-20,completed,17643
17644,3468,546,2012-01-16,completed,17644
17645,16605,174,2020-12-03,completed,17645
17646,4278,246,2023-11-10,completed,17646
17647,5838,771,2020-12-28,completed,17647
17648,14204,785,2016-12-20,completed,17648
17649,6697,420,2015-12-03,completed,17649
17650,4408,523,2022-03-08,completed,17650
17651,9990,152,2023-12-08,dropped,17651
17652,1052,730,2010-04-21,completed,17652
17653,16300,315,2011-05-23,completed,17653
17654,11719,282,2024-05-10,completed,17654
17655,1324,425,2023-03-07,completed,17655
17656,7637,448,2021-10-15,completed,17656
17657,7306,738,2024-01-19,completed,17657
17658,3664,344,2024-01-28,completed,17658
17659,2080,41,2013-04-15,completed,17659
17660,11741,374,2019-03-26,completed,17660
17661,2612,182,2024-07-02,dropped,17661
